date,XAG
2008-10-13T21:00:00,37.74
2008-10-14T21:00:00,-21.55
2008-10-15T21:00:00,-91.29
2008-10-16T21:00:00,-118.2
2008-10-19T21:00:00,-73.5
2008-10-20T21:00:00,-20.02
2008-10-21T21:00:00,-66.33
2008-10-22T21:00:00,-49.16
2008-10-23T21:00:00,-71.55
2008-10-26T21:00:00,-96.74
2008-10-27T21:00:00,-92.78
2008-10-28T21:00:00,-35.9
2008-10-29T21:00:00,-47.53
2008-10-30T21:00:00,-28.3
2008-11-02T22:00:00,-30.42
2008-11-03T22:00:00,-10.3
2008-11-04T22:00:00,13.27
2008-11-05T22:00:00,-11.17
2008-11-06T22:00:00,-5.14
2008-11-09T22:00:00,11.14
2008-11-10T22:00:00,-27.37
2008-11-11T22:00:00,-61.39
2008-11-12T22:00:00,-60.26
2008-11-13T22:00:00,-39.01
2008-11-16T22:00:00,-66.77
2008-11-17T22:00:00,-23.73
2008-11-18T22:00:00,-60.27
2008-11-19T22:00:00,-75.64
2008-11-20T22:00:00,-17.05
2008-11-22T22:00:00,-6.54
2008-11-23T22:00:00,60.33
2008-11-24T22:00:00,36.55
2008-11-25T22:00:00,38.14
2008-11-26T22:00:00,39.94
2008-11-27T22:00:00,39.73
2008-11-29T22:00:00,39.26
2008-11-30T22:00:00,-57.31
2008-12-01T22:00:00,-24.46
2008-12-02T22:00:00,-10.37
2008-12-03T22:00:00,-32.16
2008-12-04T22:00:00,-24.68
2008-12-06T22:00:00,-25.4
2008-12-07T22:00:00,14.4
2008-12-08T22:00:00,0.98
2008-12-09T22:00:00,39.88
2008-12-10T22:00:00,37.09
2008-12-11T22:00:00,33.4
2008-12-14T22:00:00,61.48
2008-12-15T22:00:00,91.91
2008-12-16T22:00:00,93.73
2008-12-17T22:00:00,67.69
2008-12-18T22:00:00,64.94
2008-12-21T22:00:00,64.31
2008-12-22T22:00:00,7.42
2008-12-23T22:00:00,14.61
2008-12-24T22:00:00,9.33
2008-12-25T22:00:00,49.6
2008-12-28T22:00:00,71.07
2008-12-29T22:00:00,73.53
2008-12-30T22:00:00,113.27
2008-12-31T22:00:00,110.37
2009-01-01T22:00:00,132.95
2009-01-04T22:00:00,108.72
2009-01-05T22:00:00,126.11
2009-01-06T22:00:00,86.95
2009-01-07T22:00:00,87.78
2009-01-08T22:00:00,109.43
2009-01-11T22:00:00,65.27
2009-01-12T22:00:00,85.43
2009-01-13T22:00:00,71.21
2009-01-14T22:00:00,78.97
2009-01-15T22:00:00,136.81
2009-01-17T22:00:00,131.6
2009-01-18T22:00:00,137.38
2009-01-19T22:00:00,146.75
2009-01-20T22:00:00,157.03
2009-01-21T22:00:00,164.93
2009-01-22T22:00:00,213.57
2009-01-24T22:00:00,212.26
2009-01-25T22:00:00,217.19
2009-01-26T22:00:00,220.92
2009-01-27T22:00:00,213.25
2009-01-28T22:00:00,249.85
2009-01-29T22:00:00,279.6
2009-02-01T22:00:00,266.41
2009-02-02T22:00:00,255.92
2009-02-03T22:00:00,268.97
2009-02-04T22:00:00,295.47
2009-02-05T22:00:00,307.54
2009-02-07T22:00:00,307.31
2009-02-08T22:00:00,283.06
2009-02-09T22:00:00,316.92
2009-02-10T22:00:00,346.24
2009-02-11T22:00:00,346.66
2009-02-12T22:00:00,362.38
2009-02-14T22:00:00,364.29
2009-02-15T22:00:00,359.53
2009-02-16T22:00:00,409.9
2009-02-17T22:00:00,426.66
2009-02-18T22:00:00,402.25
2009-02-19T22:00:00,425.16
2009-02-21T22:00:00,425.27
2009-02-22T22:00:00,429.76
2009-02-23T22:00:00,375.52
2009-02-24T22:00:00,381.57
2009-02-25T22:00:00,336.03
2009-02-26T22:00:00,341.47
2009-02-28T22:00:00,343.06
2009-03-01T22:00:00,335.21
2009-03-02T22:00:00,324.41
2009-03-03T22:00:00,328.33
2009-03-04T22:00:00,356.67
2009-03-05T22:00:00,363.14
2009-03-07T22:00:00,360.1
2009-03-08T21:00:00,339.19
2009-03-09T21:00:00,307.55
2009-03-10T21:00:00,314.24
2009-03-11T21:00:00,328.47
2009-03-12T21:00:00,346.0
2009-03-14T21:00:00,348.98
2009-03-15T21:00:00,319.2
2009-03-16T21:00:00,304.15
2009-03-17T21:00:00,301.95
2009-03-18T21:00:00,342.57
2009-03-19T21:00:00,358.15
2009-03-21T21:00:00,358.11
2009-03-22T21:00:00,347.1
2009-03-23T21:00:00,335.38
2009-03-24T21:00:00,335.08
2009-03-25T21:00:00,337.58
2009-03-26T21:00:00,329.94
2009-03-28T21:00:00,332.02
2009-03-29T21:00:00,315.5
2009-03-30T21:00:00,304.39
2009-03-31T21:00:00,307.62
2009-04-01T21:00:00,291.72
2009-04-02T21:00:00,274.73
2009-04-04T21:00:00,273.93
2009-04-05T21:00:00,224.95
2009-04-06T21:00:00,239.88
2009-04-07T21:00:00,240.69
2009-04-08T21:00:00,246.51
2009-04-09T21:00:00,248.19
2009-04-11T21:00:00,244.27
2009-04-12T21:00:00,270.84
2009-04-13T21:00:00,273.47
2009-04-14T21:00:00,275.15
2009-04-15T21:00:00,233.03
2009-04-16T21:00:00,206.11
2009-04-18T21:00:00,205.02
2009-04-19T21:00:00,224.29
2009-04-20T21:00:00,214.51
2009-04-21T21:00:00,239.05
2009-04-22T21:00:00,271.47
2009-04-23T21:00:00,273.79
2009-04-25T21:00:00,274.13
2009-04-26T21:00:00,285.1
2009-04-27T21:00:00,250.38
2009-04-28T21:00:00,264.67
2009-04-29T21:00:00,233.77
2009-04-30T21:00:00,243.1
2009-05-03T21:00:00,281.27
2009-05-04T21:00:00,307.97
2009-05-05T21:00:00,334.03
2009-05-06T21:00:00,341.9
2009-05-07T21:00:00,341.48
2009-05-10T21:00:00,342.33
2009-05-11T21:00:00,357.97
2009-05-12T21:00:00,342.19
2009-05-13T21:00:00,345.93
2009-05-14T21:00:00,347.14
2009-05-16T21:00:00,346.53
2009-05-17T21:00:00,323.68
2009-05-18T21:00:00,351.47
2009-05-19T21:00:00,351.42
2009-05-20T21:00:00,363.42
2009-05-21T21:00:00,368.5
2009-05-24T21:00:00,374.64
2009-05-25T21:00:00,363.59
2009-05-26T21:00:00,380.14
2009-05-27T21:00:00,405.67
2009-05-28T21:00:00,432.25
2009-05-30T21:00:00,433.22
2009-05-31T21:00:00,420.3
2009-06-01T21:00:00,438.09
2009-06-02T21:00:00,409.99
2009-06-03T21:00:00,445.64
2009-06-04T21:00:00,417.61
2009-06-07T21:00:00,396.13
2009-06-08T21:00:00,407.91
2009-06-09T21:00:00,405.87
2009-06-10T21:00:00,412.2
2009-06-11T21:00:00,379.1
2009-06-14T21:00:00,331.35
2009-06-15T21:00:00,339.09
2009-06-16T21:00:00,345.38
2009-06-17T21:00:00,337.21
2009-06-18T21:00:00,334.85
2009-06-21T21:00:00,306.7
2009-06-22T21:00:00,307.34
2009-06-23T21:00:00,312.24
2009-06-24T21:00:00,322.56
2009-06-25T21:00:00,322.98
2009-06-28T21:00:00,305.61
2009-06-29T21:00:00,288.78
2009-06-30T21:00:00,298.04
2009-07-01T21:00:00,277.33
2009-07-02T21:00:00,279.72
2009-07-04T21:00:00,280.7
2009-07-05T21:00:00,265.39
2009-07-06T21:00:00,257.41
2009-07-07T21:00:00,240.3
2009-07-08T21:00:00,233.38
2009-07-09T21:00:00,220.61
2009-07-12T21:00:00,231.37
2009-07-13T21:00:00,232.86
2009-07-14T21:00:00,255.37
2009-07-15T21:00:00,256.39
2009-07-16T21:00:00,268.36
2009-07-18T21:00:00,269.3
2009-07-19T21:00:00,278.46
2009-07-20T21:00:00,268.47
2009-07-21T21:00:00,280.99
2009-07-22T21:00:00,286.29
2009-07-23T21:00:00,298.61
2009-07-26T21:00:00,307.29
2009-07-27T21:00:00,285.38
2009-07-28T21:00:00,257.66
2009-07-29T21:00:00,269.7
2009-07-30T21:00:00,294.84
2009-08-01T21:00:00,294.87
2009-08-02T21:00:00,315.02
2009-08-03T21:00:00,341.36
2009-08-04T21:00:00,346.89
2009-08-05T21:00:00,340.67
2009-08-06T21:00:00,343.82
2009-08-08T21:00:00,342.43
2009-08-09T21:00:00,328.14
2009-08-10T21:00:00,327.25
2009-08-11T21:00:00,340.39
2009-08-12T21:00:00,371.88
2009-08-13T21:00:00,352.65
2009-08-16T21:00:00,308.01
2009-08-17T21:00:00,301.41
2009-08-18T21:00:00,283.48
2009-08-19T21:00:00,291.38
2009-08-20T21:00:00,306.02
2009-08-23T21:00:00,306.4
2009-08-24T21:00:00,316.9
2009-08-25T21:00:00,325.61
2009-08-26T21:00:00,316.38
2009-08-27T21:00:00,353.3
2009-08-30T21:00:00,362.35
2009-08-31T21:00:00,376.96
2009-09-01T21:00:00,398.14
2009-09-02T21:00:00,446.98
2009-09-03T21:00:00,450.83
2009-09-06T21:00:00,453.86
2009-09-07T21:00:00,455.12
2009-09-08T21:00:00,445.75
2009-09-09T21:00:00,467.05
2009-09-10T21:00:00,469.93
2009-09-13T21:00:00,458.75
2009-09-14T21:00:00,488.15
2009-09-15T21:00:00,506.2
2009-09-16T21:00:00,497.24
2009-09-17T21:00:00,484.34
2009-09-18T21:00:00,484.37
2009-09-20T21:00:00,476.17
2009-09-21T21:00:00,486.57
2009-09-22T21:00:00,468.18
2009-09-23T21:00:00,438.63
2009-09-24T21:00:00,421.7
2009-09-27T21:00:00,431.35
2009-09-28T21:00:00,430.71
2009-09-29T21:00:00,456.87
2009-09-30T21:00:00,443.91
2009-10-01T21:00:00,430.3
2009-10-02T21:00:00,430.33
2009-10-04T21:00:00,453.88
2009-10-05T21:00:00,493.52
2009-10-06T21:00:00,506.97
2009-10-07T21:00:00,513.28
2009-10-08T21:00:00,514.39
2009-10-09T21:00:00,514.31
2009-10-11T21:00:00,513.51
2009-10-12T21:00:00,513.33
2009-10-13T21:00:00,515.3
2009-10-14T21:00:00,483.71
2009-10-15T21:00:00,491.77
2009-10-16T21:00:00,491.72
2009-10-18T21:00:00,507.11
2009-10-19T21:00:00,491.7
2009-10-20T21:00:00,498.9
2009-10-21T21:00:00,498.88
2009-10-22T21:00:00,503.76
2009-10-25T21:00:00,473.76
2009-10-26T21:00:00,449.62
2009-10-27T21:00:00,420.4
2009-10-28T21:00:00,447.78
2009-10-29T21:00:00,429.15
2009-10-30T21:00:00,429.38
2009-11-01T22:00:00,436.05
2009-11-02T22:00:00,483.78
2009-11-03T22:00:00,494.52
2009-11-04T22:00:00,491.57
2009-11-05T22:00:00,487.64
2009-11-08T22:00:00,491.9
2009-11-09T22:00:00,475.66
2009-11-10T22:00:00,492.37
2009-11-11T22:00:00,474.91
2009-11-12T22:00:00,481.91
2009-11-14T22:00:00,481.48
2009-11-15T22:00:00,534.68
2009-11-16T22:00:00,540.61
2009-11-17T22:00:00,548.53
2009-11-18T22:00:00,551.49
2009-11-19T22:00:00,552.92
2009-11-21T22:00:00,552.99
2009-11-22T22:00:00,552.0
2009-11-23T22:00:00,547.49
2009-11-24T22:00:00,556.52
2009-11-25T22:00:00,553.2
2009-11-26T22:00:00,535.41
2009-11-27T22:00:00,535.32
2009-11-29T22:00:00,544.6
2009-11-30T22:00:00,573.7
2009-12-01T22:00:00,582.0
2009-12-02T22:00:00,561.25
2009-12-03T22:00:00,555.39
2009-12-05T22:00:00,555.47
2009-12-06T22:00:00,535.79
2009-12-07T22:00:00,505.98
2009-12-08T22:00:00,489.63
2009-12-09T22:00:00,488.92
2009-12-10T22:00:00,476.99
2009-12-12T22:00:00,479.23
2009-12-13T22:00:00,489.49
2009-12-14T22:00:00,496.9
2009-12-15T22:00:00,514.85
2009-12-16T22:00:00,490.07
2009-12-17T22:00:00,496.64
2009-12-19T22:00:00,497.99
2009-12-20T22:00:00,486.84
2009-12-21T22:00:00,487.54
2009-12-22T22:00:00,491.53
2009-12-23T22:00:00,512.75
2009-12-24T22:00:00,512.12
2009-12-27T22:00:00,512.82
2009-12-28T22:00:00,487.1
2009-12-29T22:00:00,468.69
2009-12-30T22:00:00,471.3
2009-12-31T22:00:00,471.47
2010-01-03T22:00:00,508.36
2010-01-04T22:00:00,522.38
2010-01-05T22:00:00,543.17
2010-01-06T22:00:00,550.04
2010-01-07T22:00:00,559.9
2010-01-09T22:00:00,557.78
2010-01-10T22:00:00,559.11
2010-01-11T22:00:00,543.91
2010-01-12T22:00:00,563.03
2010-01-13T22:00:00,562.63
2010-01-14T22:00:00,552.35
2010-01-17T22:00:00,564.7
2010-01-18T22:00:00,573.8
2010-01-19T22:00:00,532.41
2010-01-20T22:00:00,507.29
2010-01-21T22:00:00,484.27
2010-01-22T22:00:00,484.61
2010-01-24T22:00:00,487.99
2010-01-25T22:00:00,465.93
2010-01-26T22:00:00,456.84
2010-01-27T22:00:00,436.4
2010-01-28T22:00:00,439.28
2010-01-30T22:00:00,442.09
2010-01-31T22:00:00,465.72
2010-02-01T22:00:00,466.34
2010-02-02T22:00:00,448.93
2010-02-03T22:00:00,385.17
2010-02-04T22:00:00,378.87
2010-02-06T22:00:00,378.98
2010-02-07T22:00:00,370.23
2010-02-08T22:00:00,393.94
2010-02-09T22:00:00,379.96
2010-02-10T22:00:00,404.9
2010-02-11T22:00:00,399.47
2010-02-13T22:00:00,399.71
2010-02-14T22:00:00,400.65
2010-02-15T22:00:00,432.66
2010-02-16T22:00:00,421.43
2010-02-17T22:00:00,423.68
2010-02-18T22:00:00,453.38
2010-02-20T22:00:00,452.43
2010-02-21T22:00:00,448.26
2010-02-22T22:00:00,426.8
2010-02-23T22:00:00,434.97
2010-02-24T22:00:00,442.64
2010-02-25T22:00:00,463.82
2010-02-28T22:00:00,464.21
2010-03-01T22:00:00,491.35
2010-03-02T22:00:00,506.82
2010-03-03T22:00:00,507.32
2010-03-04T22:00:00,519.56
2010-03-05T22:00:00,519.32
2010-03-07T22:00:00,513.35
2010-03-08T22:00:00,513.52
2010-03-09T22:00:00,499.66
2010-03-10T22:00:00,508.46
2010-03-11T22:00:00,498.92
2010-03-14T21:00:00,504.25
2010-03-15T21:00:00,518.2
2010-03-16T21:00:00,518.06
2010-03-17T21:00:00,515.97
2010-03-18T21:00:00,495.54
2010-03-21T21:00:00,493.87
2010-03-22T21:00:00,498.07
2010-03-23T21:00:00,479.41
2010-03-24T21:00:00,482.89
2010-03-25T21:00:00,497.57
2010-03-26T21:00:00,497.68
2010-03-28T21:00:00,522.05
2010-03-29T21:00:00,517.09
2010-03-30T21:00:00,526.51
2010-03-31T21:00:00,551.79
2010-04-01T21:00:00,548.01
2010-04-04T21:00:00,562.66
2010-04-05T21:00:00,554.88
2010-04-06T21:00:00,567.67
2010-04-07T21:00:00,562.88
2010-04-08T21:00:00,575.78
2010-04-10T21:00:00,571.91
2010-04-11T21:00:00,566.74
2010-04-12T21:00:00,565.87
2010-04-13T21:00:00,575.47
2010-04-14T21:00:00,574.43
2010-04-15T21:00:00,539.97
2010-04-18T21:00:00,542.16
2010-04-19T21:00:00,546.14
2010-04-20T21:00:00,561.03
2010-04-21T21:00:00,557.7
2010-04-22T21:00:00,575.14
2010-04-25T21:00:00,572.39
2010-04-26T21:00:00,571.77
2010-04-27T21:00:00,565.81
2010-04-28T21:00:00,585.63
2010-04-29T21:00:00,595.03
2010-04-30T21:00:00,595.06
2010-05-02T21:00:00,604.31
2010-05-03T21:00:00,559.34
2010-05-04T21:00:00,539.38
2010-05-05T21:00:00,556.94
2010-05-06T21:00:00,594.68
2010-05-08T21:00:00,591.45
2010-05-09T21:00:00,600.87
2010-05-10T21:00:00,646.51
2010-05-11T21:00:00,661.09
2010-05-12T21:00:00,657.22
2010-05-13T21:00:00,659.53
2010-05-16T21:00:00,638.3
2010-05-17T21:00:00,652.36
2010-05-18T21:00:00,610.52
2010-05-19T21:00:00,583.69
2010-05-20T21:00:00,577.94
2010-05-23T21:00:00,597.65
2010-05-24T21:00:00,600.51
2010-05-25T21:00:00,610.07
2010-05-26T21:00:00,625.2
2010-05-27T21:00:00,622.58
2010-05-30T21:00:00,629.57
2010-05-31T21:00:00,625.1
2010-06-01T21:00:00,617.3
2010-06-02T21:00:00,597.75
2010-06-03T21:00:00,573.04
2010-06-04T21:00:00,573.08
2010-06-05T21:00:00,572.72
2010-06-06T21:00:00,619.32
2010-06-07T21:00:00,620.64
2010-06-08T21:00:00,612.26
2010-06-09T21:00:00,607.11
2010-06-10T21:00:00,609.19
2010-06-13T21:00:00,603.7
2010-06-14T21:00:00,617.82
2010-06-15T21:00:00,614.25
2010-06-16T21:00:00,622.67
2010-06-17T21:00:00,646.23
2010-06-20T21:00:00,623.01
2010-06-21T21:00:00,628.75
2010-06-22T21:00:00,609.63
2010-06-23T21:00:00,621.08
2010-06-24T21:00:00,636.88
2010-06-27T21:00:00,620.89
2010-06-28T21:00:00,613.0
2010-06-29T21:00:00,622.37
2010-06-30T21:00:00,567.61
2010-07-01T21:00:00,572.94
2010-07-04T21:00:00,570.98
2010-07-05T21:00:00,568.18
2010-07-06T21:00:00,575.55
2010-07-07T21:00:00,568.54
2010-07-08T21:00:00,577.87
2010-07-11T21:00:00,570.33
2010-07-12T21:00:00,581.92
2010-07-13T21:00:00,583.04
2010-07-14T21:00:00,580.5
2010-07-15T21:00:00,560.7
2010-07-18T21:00:00,546.38
2010-07-19T21:00:00,548.11
2010-07-20T21:00:00,549.72
2010-07-21T21:00:00,568.31
2010-07-22T21:00:00,569.26
2010-07-24T21:00:00,571.36
2010-07-25T21:00:00,568.35
2010-07-26T21:00:00,541.5
2010-07-27T21:00:00,532.87
2010-07-28T21:00:00,536.76
2010-07-29T21:00:00,557.75
2010-07-31T21:00:00,557.0
2010-08-01T21:00:00,573.58
2010-08-02T21:00:00,572.44
2010-08-03T21:00:00,567.71
2010-08-04T21:00:00,570.71
2010-08-05T21:00:00,575.56
2010-08-07T21:00:00,575.65
2010-08-08T21:00:00,570.4
2010-08-09T21:00:00,571.94
2010-08-10T21:00:00,556.63
2010-08-11T21:00:00,566.26
2010-08-12T21:00:00,572.76
2010-08-14T21:00:00,571.79
2010-08-15T21:00:00,584.06
2010-08-16T21:00:00,589.13
2010-08-17T21:00:00,579.83
2010-08-18T21:00:00,577.3
2010-08-19T21:00:00,562.83
2010-08-21T21:00:00,563.75
2010-08-22T21:00:00,563.07
2010-08-23T21:00:00,587.61
2010-08-24T21:00:00,620.02
2010-08-25T21:00:00,618.48
2010-08-26T21:00:00,624.72
2010-08-29T21:00:00,623.17
2010-08-30T21:00:00,643.35
2010-08-31T21:00:00,635.67
2010-09-01T21:00:00,650.96
2010-09-02T21:00:00,658.94
2010-09-04T21:00:00,660.15
2010-09-05T21:00:00,662.94
2010-09-06T21:00:00,657.69
2010-09-07T21:00:00,660.91
2010-09-08T21:00:00,649.58
2010-09-09T21:00:00,660.05
2010-09-11T21:00:00,658.16
2010-09-12T21:00:00,662.47
2010-09-13T21:00:00,679.92
2010-09-14T21:00:00,689.9
2010-09-15T21:00:00,702.21
2010-09-16T21:00:00,700.57
2010-09-18T21:00:00,698.75
2010-09-19T21:00:00,697.09
2010-09-20T21:00:00,702.39
2010-09-21T21:00:00,707.93
2010-09-22T21:00:00,709.97
2010-09-23T21:00:00,721.52
2010-09-25T21:00:00,720.34
2010-09-26T21:00:00,720.94
2010-09-27T21:00:00,731.15
2010-09-28T21:00:00,740.23
2010-09-29T21:00:00,733.17
2010-09-30T21:00:00,743.68
2010-10-02T21:00:00,743.14
2010-10-03T21:00:00,738.12
2010-10-04T21:00:00,775.51
2010-10-05T21:00:00,788.46
2010-10-06T21:00:00,758.24
2010-10-07T21:00:00,787.95
2010-10-09T21:00:00,786.33
2010-10-10T21:00:00,793.41
2010-10-11T21:00:00,792.6
2010-10-12T21:00:00,820.49
2010-10-13T21:00:00,845.91
2010-10-14T21:00:00,835.13
2010-10-16T21:00:00,833.48
2010-10-17T21:00:00,837.9
2010-10-18T21:00:00,807.1
2010-10-19T21:00:00,823.82
2010-10-20T21:00:00,795.74
2010-10-21T21:00:00,799.42
2010-10-24T21:00:00,811.6
2010-10-25T21:00:00,825.68
2010-10-26T21:00:00,818.58
2010-10-27T21:00:00,828.55
2010-10-28T21:00:00,857.94
2010-10-30T21:00:00,856.36
2010-10-31T21:00:00,855.84
2010-11-01T21:00:00,861.53
2010-11-02T21:00:00,855.57
2010-11-03T21:00:00,909.45
2010-11-04T21:00:00,930.19
2010-11-06T21:00:00,930.22
2010-11-07T22:00:00,972.83
2010-11-08T22:00:00,947.13
2010-11-09T22:00:00,958.49
2010-11-10T22:00:00,978.29
2010-11-11T22:00:00,919.83
2010-11-13T22:00:00,917.64
2010-11-14T22:00:00,898.71
2010-11-15T22:00:00,905.87
2010-11-16T22:00:00,911.79
2010-11-17T22:00:00,963.43
2010-11-18T22:00:00,977.19
2010-11-20T22:00:00,976.8
2010-11-21T22:00:00,998.5
2010-11-22T22:00:00,992.9
2010-11-23T22:00:00,993.98
2010-11-24T22:00:00,993.69
2010-11-25T22:00:00,967.53
2010-11-27T22:00:00,967.06
2010-11-28T22:00:00,986.31
2010-11-29T22:00:00,1025.74
2010-11-30T22:00:00,1035.14
2010-12-01T22:00:00,1032.83
2010-12-02T22:00:00,1054.35
2010-12-04T22:00:00,1054.11
2010-12-05T22:00:00,1086.2
2010-12-06T22:00:00,1037.44
2010-12-07T22:00:00,1029.06
2010-12-08T22:00:00,1042.14
2010-12-09T22:00:00,1039.21
2010-12-11T22:00:00,1041.6
2010-12-12T22:00:00,1066.78
2010-12-13T22:00:00,1064.21
2010-12-14T22:00:00,1048.18
2010-12-15T22:00:00,1049.61
2010-12-16T22:00:00,1063.09
2010-12-18T22:00:00,1063.63
2010-12-19T22:00:00,1069.17
2010-12-20T22:00:00,1067.43
2010-12-21T22:00:00,1061.93
2010-12-22T22:00:00,1063.13
2010-12-23T22:00:00,1060.51
2010-12-25T22:00:00,1061.34
2010-12-26T22:00:00,1059.51
2010-12-27T22:00:00,1093.77
2010-12-28T22:00:00,1098.46
2010-12-29T22:00:00,1091.83
2010-12-30T22:00:00,1102.58
2011-01-02T22:00:00,1098.84
2011-01-03T22:00:00,1071.19
2011-01-04T22:00:00,1060.47
2011-01-05T22:00:00,1056.97
2011-01-06T22:00:00,1040.86
2011-01-08T22:00:00,1042.89
2011-01-09T22:00:00,1055.27
2011-01-10T22:00:00,1072.59
2011-01-11T22:00:00,1071.93
2011-01-12T22:00:00,1033.15
2011-01-13T22:00:00,1027.35
2011-01-16T22:00:00,1019.59
2011-01-17T22:00:00,1038.85
2011-01-18T22:00:00,1033.68
2011-01-19T22:00:00,992.55
2011-01-20T22:00:00,989.31
2011-01-22T22:00:00,989.53
2011-01-23T22:00:00,964.5
2011-01-24T22:00:00,959.7
2011-01-25T22:00:00,987.9
2011-01-26T22:00:00,965.31
2011-01-27T22:00:00,1007.49
2011-01-29T22:00:00,1008.58
2011-01-30T22:00:00,1009.21
2011-01-31T22:00:00,1019.31
2011-02-01T22:00:00,1013.92
2011-02-02T22:00:00,1037.05
2011-02-03T22:00:00,1047.94
2011-02-05T22:00:00,1049.38
2011-02-06T22:00:00,1057.81
2011-02-07T22:00:00,1092.05
2011-02-08T22:00:00,1086.93
2011-02-09T22:00:00,1092.4
2011-02-10T22:00:00,1084.27
2011-02-12T22:00:00,1085.42
2011-02-13T22:00:00,1109.95
2011-02-14T22:00:00,1116.44
2011-02-15T22:00:00,1108.15
2011-02-16T22:00:00,1143.2
2011-02-17T22:00:00,1171.17
2011-02-18T22:00:00,1171.17
2011-02-19T22:00:00,1170.83
2011-02-20T22:00:00,1212.55
2011-02-21T22:00:00,1190.89
2011-02-22T22:00:00,1202.71
2011-02-23T22:00:00,1154.49
2011-02-24T22:00:00,1194.69
2011-02-26T22:00:00,1195.29
2011-02-27T22:00:00,1208.61
2011-02-28T22:00:00,1234.5
2011-03-01T22:00:00,1232.23
2011-03-02T22:00:00,1220.67
2011-03-03T22:00:00,1264.21
2011-03-05T22:00:00,1265.53
2011-03-06T22:00:00,1274.2
2011-03-07T22:00:00,1280.51
2011-03-08T22:00:00,1282.14
2011-03-09T22:00:00,1261.83
2011-03-10T22:00:00,1276.05
2011-03-12T22:00:00,1274.73
2011-03-13T21:00:00,1274.65
2011-03-14T21:00:00,1228.99
2011-03-15T21:00:00,1228.64
2011-03-16T21:00:00,1226.36
2011-03-17T21:00:00,1254.65
2011-03-19T21:00:00,1254.87
2011-03-20T21:00:00,1277.34
2011-03-21T21:00:00,1283.97
2011-03-22T21:00:00,1315.38
